verb_id,verb,form_id,form,person_id,person,conjugation_id,conjugation,hypothetical_regular_conjugation
1,ser,0,infinitivo,0,not_applicable,1_0_0,,ser
1,ser,1,gerundio,0,not_applicable,1_1_0,,siendo
1,ser,2,participio,0,not_applicable,1_2_0,,sido
1,ser,3,indicativo_presente,11,1st_singular,1_3_11,,so
1,ser,3,indicativo_presente,21,2nd_singular,1_3_21,,ses
1,ser,3,indicativo_presente,31,3rd_singular,1_3_31,,se
1,ser,3,indicativo_presente,12,1st_plural,1_3_12,,semos
1,ser,3,indicativo_presente,22,2nd_plural,1_3_22,,séis
1,ser,3,indicativo_presente,32,3rd_plural,1_3_32,,sen
1,ser,4,indicativo_preterito,11,1st_singular,1_4_11,,sí
1,ser,4,indicativo_preterito,21,2nd_singular,1_4_21,,siste
1,ser,4,indicativo_preterito,31,3rd_singular,1_4_31,,sió
1,ser,4,indicativo_preterito,12,1st_plural,1_4_12,,simos
1,ser,4,indicativo_preterito,22,2nd_plural,1_4_22,,sisteis
1,ser,4,indicativo_preterito,32,3rd_plural,1_4_32,,sieron
1,ser,5,indicativo_imperfecto,11,1st_singular,1_5_11,,sía
1,ser,5,indicativo_imperfecto,21,2nd_singular,1_5_21,,sías
1,ser,5,indicativo_imperfecto,31,3rd_singular,1_5_31,,sía
1,ser,5,indicativo_imperfecto,12,1st_plural,1_5_12,,síamos
1,ser,5,indicativo_imperfecto,22,2nd_plural,1_5_22,,síais
1,ser,5,indicativo_imperfecto,32,3rd_plural,1_5_32,,sían
1,ser,6,indicativo_futuro,11,1st_singular,1_6_11,,seré
1,ser,6,indicativo_futuro,21,2nd_singular,1_6_21,,serás
1,ser,6,indicativo_futuro,31,3rd_singular,1_6_31,,será
1,ser,6,indicativo_futuro,12,1st_plural,1_6_12,,seremos
1,ser,6,indicativo_futuro,22,2nd_plural,1_6_22,,seréis
1,ser,6,indicativo_futuro,32,3rd_plural,1_6_32,,serán
1,ser,7,condicional,11,1st_singular,1_7_11,,sería
1,ser,7,condicional,21,2nd_singular,1_7_21,,serías
1,ser,7,condicional,31,3rd_singular,1_7_31,,sería
1,ser,7,condicional,12,1st_plural,1_7_12,,seríamos
1,ser,7,condicional,22,2nd_plural,1_7_22,,seríais
1,ser,7,condicional,32,3rd_plural,1_7_32,,serían
1,ser,8,subjuntivo_presente,11,1st_singular,1_8_11,,sa
1,ser,8,subjuntivo_presente,21,2nd_singular,1_8_21,,sas
1,ser,8,subjuntivo_presente,31,3rd_singular,1_8_31,,sa
1,ser,8,subjuntivo_presente,12,1st_plural,1_8_12,,samos
1,ser,8,subjuntivo_presente,22,2nd_plural,1_8_22,,sáis
1,ser,8,subjuntivo_presente,32,3rd_plural,1_8_32,,san
1,ser,9,subjuntivo_imperfecto,11,1st_singular,1_9_11,,siera
1,ser,9,subjuntivo_imperfecto,21,2nd_singular,1_9_21,,sieras
1,ser,9,subjuntivo_imperfecto,31,3rd_singular,1_9_31,,siera
1,ser,9,subjuntivo_imperfecto,12,1st_plural,1_9_12,,siéramos
1,ser,9,subjuntivo_imperfecto,22,2nd_plural,1_9_22,,sierais
1,ser,9,subjuntivo_imperfecto,32,3rd_plural,1_9_32,,sieran
1,ser,10,subjuntivo_futuro,11,1st_singular,1_10_11,,siere
1,ser,10,subjuntivo_futuro,21,2nd_singular,1_10_21,,sieres
1,ser,10,subjuntivo_futuro,31,3rd_singular,1_10_31,,siere
1,ser,10,subjuntivo_futuro,12,1st_plural,1_10_12,,siéremos
1,ser,10,subjuntivo_futuro,22,2nd_plural,1_10_22,,siereis
1,ser,10,subjuntivo_futuro,32,3rd_plural,1_10_32,,sieren
1,ser,11,imperativo_affirmativo,21,2nd_singular,1_11_21,,se
1,ser,11,imperativo_affirmativo,31,3rd_singular,1_11_31,,sa
1,ser,11,imperativo_affirmativo,12,1st_plural,1_11_12,,samos
1,ser,11,imperativo_affirmativo,22,2nd_plural,1_11_22,,sed
1,ser,11,imperativo_affirmativo,32,3rd_plural,1_11_32,,san
1,ser,12,imperativo_negativo,21,2nd_singular,1_12_21,,sas
1,ser,12,imperativo_negativo,31,3rd_singular,1_12_31,,sa
1,ser,12,imperativo_negativo,12,1st_plural,1_12_12,,samos
1,ser,12,imperativo_negativo,22,2nd_plural,1_12_22,,sáis
1,ser,12,imperativo_negativo,32,3rd_plural,1_12_32,,san
2,estar,0,infinitivo,0,not_applicable,2_0_0,,estar
2,estar,1,gerundio,0,not_applicable,2_1_0,,estando
2,estar,2,participio,0,not_applicable,2_2_0,,estado
2,estar,3,indicativo_presente,11,1st_singular,2_3_11,,esto
2,estar,3,indicativo_presente,21,2nd_singular,2_3_21,,estas
2,estar,3,indicativo_presente,31,3rd_singular,2_3_31,,esta
2,estar,3,indicativo_presente,12,1st_plural,2_3_12,,estamos
2,estar,3,indicativo_presente,22,2nd_plural,2_3_22,,estáis
2,estar,3,indicativo_presente,32,3rd_plural,2_3_32,,estan
2,estar,4,indicativo_preterito,11,1st_singular,2_4_11,,esté
2,estar,4,indicativo_preterito,21,2nd_singular,2_4_21,,estaste
2,estar,4,indicativo_preterito,31,3rd_singular,2_4_31,,estó
2,estar,4,indicativo_preterito,12,1st_plural,2_4_12,,estamos
2,estar,4,indicativo_preterito,22,2nd_plural,2_4_22,,estasteis
2,estar,4,indicativo_preterito,32,3rd_plural,2_4_32,,estaron
2,estar,5,indicativo_imperfecto,11,1st_singular,2_5_11,,estaba
2,estar,5,indicativo_imperfecto,21,2nd_singular,2_5_21,,estabas
2,estar,5,indicativo_imperfecto,31,3rd_singular,2_5_31,,estaba
2,estar,5,indicativo_imperfecto,12,1st_plural,2_5_12,,estábamos
2,estar,5,indicativo_imperfecto,22,2nd_plural,2_5_22,,estabais
2,estar,5,indicativo_imperfecto,32,3rd_plural,2_5_32,,estaban
2,estar,6,indicativo_futuro,11,1st_singular,2_6_11,,estaré
2,estar,6,indicativo_futuro,21,2nd_singular,2_6_21,,estarás
2,estar,6,indicativo_futuro,31,3rd_singular,2_6_31,,estará
2,estar,6,indicativo_futuro,12,1st_plural,2_6_12,,estaremos
2,estar,6,indicativo_futuro,22,2nd_plural,2_6_22,,estaréis
2,estar,6,indicativo_futuro,32,3rd_plural,2_6_32,,estarán
2,estar,7,condicional,11,1st_singular,2_7_11,,estaría
2,estar,7,condicional,21,2nd_singular,2_7_21,,estarías
2,estar,7,condicional,31,3rd_singular,2_7_31,,estaría
2,estar,7,condicional,12,1st_plural,2_7_12,,estaríamos
2,estar,7,condicional,22,2nd_plural,2_7_22,,estaríais
2,estar,7,condicional,32,3rd_plural,2_7_32,,estarían
2,estar,8,subjuntivo_presente,11,1st_singular,2_8_11,,este
2,estar,8,subjuntivo_presente,21,2nd_singular,2_8_21,,estes
2,estar,8,subjuntivo_presente,31,3rd_singular,2_8_31,,este
2,estar,8,subjuntivo_presente,12,1st_plural,2_8_12,,estemos
2,estar,8,subjuntivo_presente,22,2nd_plural,2_8_22,,estéis
2,estar,8,subjuntivo_presente,32,3rd_plural,2_8_32,,esten
2,estar,9,subjuntivo_imperfecto,11,1st_singular,2_9_11,,estara
2,estar,9,subjuntivo_imperfecto,21,2nd_singular,2_9_21,,estaras
2,estar,9,subjuntivo_imperfecto,31,3rd_singular,2_9_31,,estara
2,estar,9,subjuntivo_imperfecto,12,1st_plural,2_9_12,,estáramos
2,estar,9,subjuntivo_imperfecto,22,2nd_plural,2_9_22,,estarais
2,estar,9,subjuntivo_imperfecto,32,3rd_plural,2_9_32,,estaran
2,estar,10,subjuntivo_futuro,11,1st_singular,2_10_11,,estare
2,estar,10,subjuntivo_futuro,21,2nd_singular,2_10_21,,estares
2,estar,10,subjuntivo_futuro,31,3rd_singular,2_10_31,,estare
2,estar,10,subjuntivo_futuro,12,1st_plural,2_10_12,,estáremos
2,estar,10,subjuntivo_futuro,22,2nd_plural,2_10_22,,estareis
2,estar,10,subjuntivo_futuro,32,3rd_plural,2_10_32,,estaren
2,estar,11,imperativo_affirmativo,21,2nd_singular,2_11_21,,esta
2,estar,11,imperativo_affirmativo,31,3rd_singular,2_11_31,,este
2,estar,11,imperativo_affirmativo,12,1st_plural,2_11_12,,estemos
2,estar,11,imperativo_affirmativo,22,2nd_plural,2_11_22,,estad
2,estar,11,imperativo_affirmativo,32,3rd_plural,2_11_32,,esten
2,estar,12,imperativo_negativo,21,2nd_singular,2_12_21,,estes
2,estar,12,imperativo_negativo,31,3rd_singular,2_12_31,,este
2,estar,12,imperativo_negativo,12,1st_plural,2_12_12,,estemos
2,estar,12,imperativo_negativo,22,2nd_plural,2_12_22,,estéis
2,estar,12,imperativo_negativo,32,3rd_plural,2_12_32,,esten
3,tener,0,infinitivo,0,not_applicable,3_0_0,,tener
3,tener,1,gerundio,0,not_applicable,3_1_0,,teniendo
3,tener,2,participio,0,not_applicable,3_2_0,,tenido
3,tener,3,indicativo_presente,11,1st_singular,3_3_11,,teno
3,tener,3,indicativo_presente,21,2nd_singular,3_3_21,,tenes
3,tener,3,indicativo_presente,31,3rd_singular,3_3_31,,tene
3,tener,3,indicativo_presente,12,1st_plural,3_3_12,,tenemos
3,tener,3,indicativo_presente,22,2nd_plural,3_3_22,,tenéis
3,tener,3,indicativo_presente,32,3rd_plural,3_3_32,,tenen
3,tener,4,indicativo_preterito,11,1st_singular,3_4_11,,tení
3,tener,4,indicativo_preterito,21,2nd_singular,3_4_21,,teniste
3,tener,4,indicativo_preterito,31,3rd_singular,3_4_31,,tenió
3,tener,4,indicativo_preterito,12,1st_plural,3_4_12,,tenimos
3,tener,4,indicativo_preterito,22,2nd_plural,3_4_22,,tenisteis
3,tener,4,indicativo_preterito,32,3rd_plural,3_4_32,,tenieron
3,tener,5,indicativo_imperfecto,11,1st_singular,3_5_11,,tenía
3,tener,5,indicativo_imperfecto,21,2nd_singular,3_5_21,,tenías
3,tener,5,indicativo_imperfecto,31,3rd_singular,3_5_31,,tenía
3,tener,5,indicativo_imperfecto,12,1st_plural,3_5_12,,teníamos
3,tener,5,indicativo_imperfecto,22,2nd_plural,3_5_22,,teníais
3,tener,5,indicativo_imperfecto,32,3rd_plural,3_5_32,,tenían
3,tener,6,indicativo_futuro,11,1st_singular,3_6_11,,teneré
3,tener,6,indicativo_futuro,21,2nd_singular,3_6_21,,tenerás
3,tener,6,indicativo_futuro,31,3rd_singular,3_6_31,,tenerá
3,tener,6,indicativo_futuro,12,1st_plural,3_6_12,,teneremos
3,tener,6,indicativo_futuro,22,2nd_plural,3_6_22,,teneréis
3,tener,6,indicativo_futuro,32,3rd_plural,3_6_32,,tenerán
3,tener,7,condicional,11,1st_singular,3_7_11,,tenería
3,tener,7,condicional,21,2nd_singular,3_7_21,,tenerías
3,tener,7,condicional,31,3rd_singular,3_7_31,,tenería
3,tener,7,condicional,12,1st_plural,3_7_12,,teneríamos
3,tener,7,condicional,22,2nd_plural,3_7_22,,teneríais
3,tener,7,condicional,32,3rd_plural,3_7_32,,tenerían
3,tener,8,subjuntivo_presente,11,1st_singular,3_8_11,,tena
3,tener,8,subjuntivo_presente,21,2nd_singular,3_8_21,,tenas
3,tener,8,subjuntivo_presente,31,3rd_singular,3_8_31,,tena
3,tener,8,subjuntivo_presente,12,1st_plural,3_8_12,,tenamos
3,tener,8,subjuntivo_presente,22,2nd_plural,3_8_22,,tenáis
3,tener,8,subjuntivo_presente,32,3rd_plural,3_8_32,,tenan
3,tener,9,subjuntivo_imperfecto,11,1st_singular,3_9_11,,teniera
3,tener,9,subjuntivo_imperfecto,21,2nd_singular,3_9_21,,tenieras
3,tener,9,subjuntivo_imperfecto,31,3rd_singular,3_9_31,,teniera
3,tener,9,subjuntivo_imperfecto,12,1st_plural,3_9_12,,teniéramos
3,tener,9,subjuntivo_imperfecto,22,2nd_plural,3_9_22,,tenierais
3,tener,9,subjuntivo_imperfecto,32,3rd_plural,3_9_32,,tenieran
3,tener,10,subjuntivo_futuro,11,1st_singular,3_10_11,,teniere
3,tener,10,subjuntivo_futuro,21,2nd_singular,3_10_21,,tenieres
3,tener,10,subjuntivo_futuro,31,3rd_singular,3_10_31,,teniere
3,tener,10,subjuntivo_futuro,12,1st_plural,3_10_12,,teniéremos
3,tener,10,subjuntivo_futuro,22,2nd_plural,3_10_22,,teniereis
3,tener,10,subjuntivo_futuro,32,3rd_plural,3_10_32,,tenieren
3,tener,11,imperativo_affirmativo,21,2nd_singular,3_11_21,,tene
3,tener,11,imperativo_affirmativo,31,3rd_singular,3_11_31,,tena
3,tener,11,imperativo_affirmativo,12,1st_plural,3_11_12,,tenamos
3,tener,11,imperativo_affirmativo,22,2nd_plural,3_11_22,,tened
3,tener,11,imperativo_affirmativo,32,3rd_plural,3_11_32,,tenan
3,tener,12,imperativo_negativo,21,2nd_singular,3_12_21,,tenas
3,tener,12,imperativo_negativo,31,3rd_singular,3_12_31,,tena
3,tener,12,imperativo_negativo,12,1st_plural,3_12_12,,tenamos
3,tener,12,imperativo_negativo,22,2nd_plural,3_12_22,,tenáis
3,tener,12,imperativo_negativo,32,3rd_plural,3_12_32,,tenan
4,hacer,0,infinitivo,0,not_applicable,4_0_0,,hacer
4,hacer,1,gerundio,0,not_applicable,4_1_0,,haciendo
4,hacer,2,participio,0,not_applicable,4_2_0,,hacido
4,hacer,3,indicativo_presente,11,1st_singular,4_3_11,,haco
4,hacer,3,indicativo_presente,21,2nd_singular,4_3_21,,haces
4,hacer,3,indicativo_presente,31,3rd_singular,4_3_31,,hace
4,hacer,3,indicativo_presente,12,1st_plural,4_3_12,,hacemos
4,hacer,3,indicativo_presente,22,2nd_plural,4_3_22,,hacéis
4,hacer,3,indicativo_presente,32,3rd_plural,4_3_32,,hacen
4,hacer,4,indicativo_preterito,11,1st_singular,4_4_11,,hací
4,hacer,4,indicativo_preterito,21,2nd_singular,4_4_21,,haciste
4,hacer,4,indicativo_preterito,31,3rd_singular,4_4_31,,hació
4,hacer,4,indicativo_preterito,12,1st_plural,4_4_12,,hacimos
4,hacer,4,indicativo_preterito,22,2nd_plural,4_4_22,,hacisteis
4,hacer,4,indicativo_preterito,32,3rd_plural,4_4_32,,hacieron
4,hacer,5,indicativo_imperfecto,11,1st_singular,4_5_11,,hacía
4,hacer,5,indicativo_imperfecto,21,2nd_singular,4_5_21,,hacías
4,hacer,5,indicativo_imperfecto,31,3rd_singular,4_5_31,,hacía
4,hacer,5,indicativo_imperfecto,12,1st_plural,4_5_12,,hacíamos
4,hacer,5,indicativo_imperfecto,22,2nd_plural,4_5_22,,hacíais
4,hacer,5,indicativo_imperfecto,32,3rd_plural,4_5_32,,hacían
4,hacer,6,indicativo_futuro,11,1st_singular,4_6_11,,haceré
4,hacer,6,indicativo_futuro,21,2nd_singular,4_6_21,,hacerás
4,hacer,6,indicativo_futuro,31,3rd_singular,4_6_31,,hacerá
4,hacer,6,indicativo_futuro,12,1st_plural,4_6_12,,haceremos
4,hacer,6,indicativo_futuro,22,2nd_plural,4_6_22,,haceréis
4,hacer,6,indicativo_futuro,32,3rd_plural,4_6_32,,hacerán
4,hacer,7,condicional,11,1st_singular,4_7_11,,hacería
4,hacer,7,condicional,21,2nd_singular,4_7_21,,hacerías
4,hacer,7,condicional,31,3rd_singular,4_7_31,,hacería
4,hacer,7,condicional,12,1st_plural,4_7_12,,haceríamos
4,hacer,7,condicional,22,2nd_plural,4_7_22,,haceríais
4,hacer,7,condicional,32,3rd_plural,4_7_32,,hacerían
4,hacer,8,subjuntivo_presente,11,1st_singular,4_8_11,,haca
4,hacer,8,subjuntivo_presente,21,2nd_singular,4_8_21,,hacas
4,hacer,8,subjuntivo_presente,31,3rd_singular,4_8_31,,haca
4,hacer,8,subjuntivo_presente,12,1st_plural,4_8_12,,hacamos
4,hacer,8,subjuntivo_presente,22,2nd_plural,4_8_22,,hacáis
4,hacer,8,subjuntivo_presente,32,3rd_plural,4_8_32,,hacan
4,hacer,9,subjuntivo_imperfecto,11,1st_singular,4_9_11,,haciera
4,hacer,9,subjuntivo_imperfecto,21,2nd_singular,4_9_21,,hacieras
4,hacer,9,subjuntivo_imperfecto,31,3rd_singular,4_9_31,,haciera
4,hacer,9,subjuntivo_imperfecto,12,1st_plural,4_9_12,,haciéramos
4,hacer,9,subjuntivo_imperfecto,22,2nd_plural,4_9_22,,hacierais
4,hacer,9,subjuntivo_imperfecto,32,3rd_plural,4_9_32,,hacieran
4,hacer,10,subjuntivo_futuro,11,1st_singular,4_10_11,,haciere
4,hacer,10,subjuntivo_futuro,21,2nd_singular,4_10_21,,hacieres
4,hacer,10,subjuntivo_futuro,31,3rd_singular,4_10_31,,haciere
4,hacer,10,subjuntivo_futuro,12,1st_plural,4_10_12,,haciéremos
4,hacer,10,subjuntivo_futuro,22,2nd_plural,4_10_22,,haciereis
4,hacer,10,subjuntivo_futuro,32,3rd_plural,4_10_32,,hacieren
4,hacer,11,imperativo_affirmativo,21,2nd_singular,4_11_21,,hace
4,hacer,11,imperativo_affirmativo,31,3rd_singular,4_11_31,,haca
4,hacer,11,imperativo_affirmativo,12,1st_plural,4_11_12,,hacamos
4,hacer,11,imperativo_affirmativo,22,2nd_plural,4_11_22,,haced
4,hacer,11,imperativo_affirmativo,32,3rd_plural,4_11_32,,hacan
4,hacer,12,imperativo_negativo,21,2nd_singular,4_12_21,,hacas
4,hacer,12,imperativo_negativo,31,3rd_singular,4_12_31,,haca
4,hacer,12,imperativo_negativo,12,1st_plural,4_12_12,,hacamos
4,hacer,12,imperativo_negativo,22,2nd_plural,4_12_22,,hacáis
4,hacer,12,imperativo_negativo,32,3rd_plural,4_12_32,,hacan
5,haber,0,infinitivo,0,not_applicable,5_0_0,,haber
5,haber,1,gerundio,0,not_applicable,5_1_0,,habiendo
5,haber,2,participio,0,not_applicable,5_2_0,,habido
5,haber,3,indicativo_presente,11,1st_singular,5_3_11,,habo
5,haber,3,indicativo_presente,21,2nd_singular,5_3_21,,habes
5,haber,3,indicativo_presente,31,3rd_singular,5_3_31,,habe
5,haber,3,indicativo_presente,12,1st_plural,5_3_12,,habemos
5,haber,3,indicativo_presente,22,2nd_plural,5_3_22,,habéis
5,haber,3,indicativo_presente,32,3rd_plural,5_3_32,,haben
5,haber,4,indicativo_preterito,11,1st_singular,5_4_11,,habí
5,haber,4,indicativo_preterito,21,2nd_singular,5_4_21,,habiste
5,haber,4,indicativo_preterito,31,3rd_singular,5_4_31,,habió
5,haber,4,indicativo_preterito,12,1st_plural,5_4_12,,habimos
5,haber,4,indicativo_preterito,22,2nd_plural,5_4_22,,habisteis
5,haber,4,indicativo_preterito,32,3rd_plural,5_4_32,,habieron
5,haber,5,indicativo_imperfecto,11,1st_singular,5_5_11,,había
5,haber,5,indicativo_imperfecto,21,2nd_singular,5_5_21,,habías
5,haber,5,indicativo_imperfecto,31,3rd_singular,5_5_31,,había
5,haber,5,indicativo_imperfecto,12,1st_plural,5_5_12,,habíamos
5,haber,5,indicativo_imperfecto,22,2nd_plural,5_5_22,,habíais
5,haber,5,indicativo_imperfecto,32,3rd_plural,5_5_32,,habían
5,haber,6,indicativo_futuro,11,1st_singular,5_6_11,,haberé
5,haber,6,indicativo_futuro,21,2nd_singular,5_6_21,,haberás
5,haber,6,indicativo_futuro,31,3rd_singular,5_6_31,,haberá
5,haber,6,indicativo_futuro,12,1st_plural,5_6_12,,haberemos
5,haber,6,indicativo_futuro,22,2nd_plural,5_6_22,,haberéis
5,haber,6,indicativo_futuro,32,3rd_plural,5_6_32,,haberán
5,haber,7,condicional,11,1st_singular,5_7_11,,habería
5,haber,7,condicional,21,2nd_singular,5_7_21,,haberías
5,haber,7,condicional,31,3rd_singular,5_7_31,,habería
5,haber,7,condicional,12,1st_plural,5_7_12,,haberíamos
5,haber,7,condicional,22,2nd_plural,5_7_22,,haberíais
5,haber,7,condicional,32,3rd_plural,5_7_32,,haberían
5,haber,8,subjuntivo_presente,11,1st_singular,5_8_11,,haba
5,haber,8,subjuntivo_presente,21,2nd_singular,5_8_21,,habas
5,haber,8,subjuntivo_presente,31,3rd_singular,5_8_31,,haba
5,haber,8,subjuntivo_presente,12,1st_plural,5_8_12,,habamos
5,haber,8,subjuntivo_presente,22,2nd_plural,5_8_22,,habáis
5,haber,8,subjuntivo_presente,32,3rd_plural,5_8_32,,haban
5,haber,9,subjuntivo_imperfecto,11,1st_singular,5_9_11,,habiera
5,haber,9,subjuntivo_imperfecto,21,2nd_singular,5_9_21,,habieras
5,haber,9,subjuntivo_imperfecto,31,3rd_singular,5_9_31,,habiera
5,haber,9,subjuntivo_imperfecto,12,1st_plural,5_9_12,,habiéramos
5,haber,9,subjuntivo_imperfecto,22,2nd_plural,5_9_22,,habierais
5,haber,9,subjuntivo_imperfecto,32,3rd_plural,5_9_32,,habieran
5,haber,10,subjuntivo_futuro,11,1st_singular,5_10_11,,habiere
5,haber,10,subjuntivo_futuro,21,2nd_singular,5_10_21,,habieres
5,haber,10,subjuntivo_futuro,31,3rd_singular,5_10_31,,habiere
5,haber,10,subjuntivo_futuro,12,1st_plural,5_10_12,,habiéremos
5,haber,10,subjuntivo_futuro,22,2nd_plural,5_10_22,,habiereis
5,haber,10,subjuntivo_futuro,32,3rd_plural,5_10_32,,habieren
5,haber,11,imperativo_affirmativo,21,2nd_singular,5_11_21,,habe
5,haber,11,imperativo_affirmativo,31,3rd_singular,5_11_31,,haba
5,haber,11,imperativo_affirmativo,12,1st_plural,5_11_12,,habamos
5,haber,11,imperativo_affirmativo,22,2nd_plural,5_11_22,,habed
5,haber,11,imperativo_affirmativo,32,3rd_plural,5_11_32,,haban
5,haber,12,imperativo_negativo,21,2nd_singular,5_12_21,,habas
5,haber,12,imperativo_negativo,31,3rd_singular,5_12_31,,haba
5,haber,12,imperativo_negativo,12,1st_plural,5_12_12,,habamos
5,haber,12,imperativo_negativo,22,2nd_plural,5_12_22,,habáis
5,haber,12,imperativo_negativo,32,3rd_plural,5_12_32,,haban
6,decir,0,infinitivo,0,not_applicable,6_0_0,,decir
6,decir,1,gerundio,0,not_applicable,6_1_0,,deciendo
6,decir,2,participio,0,not_applicable,6_2_0,,decido
6,decir,3,indicativo_presente,11,1st_singular,6_3_11,,deco
6,decir,3,indicativo_presente,21,2nd_singular,6_3_21,,deces
6,decir,3,indicativo_presente,31,3rd_singular,6_3_31,,dece
6,decir,3,indicativo_presente,12,1st_plural,6_3_12,,decimos
6,decir,3,indicativo_presente,22,2nd_plural,6_3_22,,decís
6,decir,3,indicativo_presente,32,3rd_plural,6_3_32,,decen
6,decir,4,indicativo_preterito,11,1st_singular,6_4_11,,decí
6,decir,4,indicativo_preterito,21,2nd_singular,6_4_21,,deciste
6,decir,4,indicativo_preterito,31,3rd_singular,6_4_31,,deció
6,decir,4,indicativo_preterito,12,1st_plural,6_4_12,,decimos
6,decir,4,indicativo_preterito,22,2nd_plural,6_4_22,,decisteis
6,decir,4,indicativo_preterito,32,3rd_plural,6_4_32,,decieron
6,decir,5,indicativo_imperfecto,11,1st_singular,6_5_11,,decía
6,decir,5,indicativo_imperfecto,21,2nd_singular,6_5_21,,decías
6,decir,5,indicativo_imperfecto,31,3rd_singular,6_5_31,,decía
6,decir,5,indicativo_imperfecto,12,1st_plural,6_5_12,,decíamos
6,decir,5,indicativo_imperfecto,22,2nd_plural,6_5_22,,decíais
6,decir,5,indicativo_imperfecto,32,3rd_plural,6_5_32,,decían
6,decir,6,indicativo_futuro,11,1st_singular,6_6_11,,deciré
6,decir,6,indicativo_futuro,21,2nd_singular,6_6_21,,decirás
6,decir,6,indicativo_futuro,31,3rd_singular,6_6_31,,decirá
6,decir,6,indicativo_futuro,12,1st_plural,6_6_12,,deciremos
6,decir,6,indicativo_futuro,22,2nd_plural,6_6_22,,deciréis
6,decir,6,indicativo_futuro,32,3rd_plural,6_6_32,,decirán
6,decir,7,condicional,11,1st_singular,6_7_11,,deciría
6,decir,7,condicional,21,2nd_singular,6_7_21,,decirías
6,decir,7,condicional,31,3rd_singular,6_7_31,,deciría
6,decir,7,condicional,12,1st_plural,6_7_12,,deciríamos
6,decir,7,condicional,22,2nd_plural,6_7_22,,deciríais
6,decir,7,condicional,32,3rd_plural,6_7_32,,decirían
6,decir,8,subjuntivo_presente,11,1st_singular,6_8_11,,deca
6,decir,8,subjuntivo_presente,21,2nd_singular,6_8_21,,decas
6,decir,8,subjuntivo_presente,31,3rd_singular,6_8_31,,deca
6,decir,8,subjuntivo_presente,12,1st_plural,6_8_12,,decamos
6,decir,8,subjuntivo_presente,22,2nd_plural,6_8_22,,decáis
6,decir,8,subjuntivo_presente,32,3rd_plural,6_8_32,,decan
6,decir,9,subjuntivo_imperfecto,11,1st_singular,6_9_11,,deciera
6,decir,9,subjuntivo_imperfecto,21,2nd_singular,6_9_21,,decieras
6,decir,9,subjuntivo_imperfecto,31,3rd_singular,6_9_31,,deciera
6,decir,9,subjuntivo_imperfecto,12,1st_plural,6_9_12,,deciéramos
6,decir,9,subjuntivo_imperfecto,22,2nd_plural,6_9_22,,decierais
6,decir,9,subjuntivo_imperfecto,32,3rd_plural,6_9_32,,decieran
6,decir,10,subjuntivo_futuro,11,1st_singular,6_10_11,,deciere
6,decir,10,subjuntivo_futuro,21,2nd_singular,6_10_21,,decieres
6,decir,10,subjuntivo_futuro,31,3rd_singular,6_10_31,,deciere
6,decir,10,subjuntivo_futuro,12,1st_plural,6_10_12,,deciéremos
6,decir,10,subjuntivo_futuro,22,2nd_plural,6_10_22,,deciereis
6,decir,10,subjuntivo_futuro,32,3rd_plural,6_10_32,,decieren
6,decir,11,imperativo_affirmativo,21,2nd_singular,6_11_21,,dece
6,decir,11,imperativo_affirmativo,31,3rd_singular,6_11_31,,deca
6,decir,11,imperativo_affirmativo,12,1st_plural,6_11_12,,decamos
6,decir,11,imperativo_affirmativo,22,2nd_plural,6_11_22,,decid
6,decir,11,imperativo_affirmativo,32,3rd_plural,6_11_32,,decan
6,decir,12,imperativo_negativo,21,2nd_singular,6_12_21,,decas
6,decir,12,imperativo_negativo,31,3rd_singular,6_12_31,,deca
6,decir,12,imperativo_negativo,12,1st_plural,6_12_12,,decamos
6,decir,12,imperativo_negativo,22,2nd_plural,6_12_22,,decáis
6,decir,12,imperativo_negativo,32,3rd_plural,6_12_32,,decan
7,ir,0,infinitivo,0,not_applicable,7_0_0,,ir
7,ir,1,gerundio,0,not_applicable,7_1_0,,iendo
7,ir,2,participio,0,not_applicable,7_2_0,,ido
7,ir,3,indicativo_presente,11,1st_singular,7_3_11,,o
7,ir,3,indicativo_presente,21,2nd_singular,7_3_21,,es
7,ir,3,indicativo_presente,31,3rd_singular,7_3_31,,e
7,ir,3,indicativo_presente,12,1st_plural,7_3_12,,imos
7,ir,3,indicativo_presente,22,2nd_plural,7_3_22,,ís
7,ir,3,indicativo_presente,32,3rd_plural,7_3_32,,en
7,ir,4,indicativo_preterito,11,1st_singular,7_4_11,,í
7,ir,4,indicativo_preterito,21,2nd_singular,7_4_21,,iste
7,ir,4,indicativo_preterito,31,3rd_singular,7_4_31,,ió
7,ir,4,indicativo_preterito,12,1st_plural,7_4_12,,imos
7,ir,4,indicativo_preterito,22,2nd_plural,7_4_22,,isteis
7,ir,4,indicativo_preterito,32,3rd_plural,7_4_32,,ieron
7,ir,5,indicativo_imperfecto,11,1st_singular,7_5_11,,ía
7,ir,5,indicativo_imperfecto,21,2nd_singular,7_5_21,,ías
7,ir,5,indicativo_imperfecto,31,3rd_singular,7_5_31,,ía
7,ir,5,indicativo_imperfecto,12,1st_plural,7_5_12,,íamos
7,ir,5,indicativo_imperfecto,22,2nd_plural,7_5_22,,íais
7,ir,5,indicativo_imperfecto,32,3rd_plural,7_5_32,,ían
7,ir,6,indicativo_futuro,11,1st_singular,7_6_11,,iré
7,ir,6,indicativo_futuro,21,2nd_singular,7_6_21,,irás
