card_id,verb_id,verb,tense_id,tense,person_id,person_grammatical,person_display,hypothetical_regular_form,conjugated_verb,regular,sentence,sentence_with_cloze
26_8_11,26,venir,8,◇ condicional ◇,11,1st_singular,yo,,,,,
26_8_21,26,venir,8,◇ condicional ◇,21,2nd_singular,tú,,,,,
26_8_31,26,venir,8,◇ condicional ◇,31,3rd_singular,él/ella,,,,,
26_8_12,26,venir,8,◇ condicional ◇,12,1st_plural,nosotros,,,,,
26_8_32,26,venir,8,◇ condicional ◇,32,3rd_plural,ellos/ellas,,,,,
26_9_11,26,venir,9,∿ subjuntivo presente ∿,11,1st_singular,yo,,,,,
26_9_21,26,venir,9,∿ subjuntivo presente ∿,21,2nd_singular,tú,,,,,
26_9_31,26,venir,9,∿ subjuntivo presente ∿,31,3rd_singular,él/ella,,,,,
26_9_12,26,venir,9,∿ subjuntivo presente ∿,12,1st_plural,nosotros,,,,,
26_9_32,26,venir,9,∿ subjuntivo presente ∿,32,3rd_plural,ellos/ellas,,,,,
26_10_11,26,venir,10,↫ subjuntivo imperfecto ↫,11,1st_singular,yo,,,,,
26_10_21,26,venir,10,↫ subjuntivo imperfecto ↫,21,2nd_singular,tú,,,,,
26_10_31,26,venir,10,↫ subjuntivo imperfecto ↫,31,3rd_singular,él/ella,,,,,
26_10_12,26,venir,10,↫ subjuntivo imperfecto ↫,12,1st_plural,nosotros,,,,,
26_10_32,26,venir,10,↫ subjuntivo imperfecto ↫,32,3rd_plural,ellos/ellas,,,,,
26_11_21,26,venir,11,¡ imperativo afirmativo !,21,2nd_singular,tú,,,,,
26_11_33,26,venir,11,¡ imperativo afirmativo !,33,2nd_singular_polite,usted,,,,,
26_11_12,26,venir,11,¡ imperativo afirmativo !,12,1st_plural,nosotros,,,,,
26_11_34,26,venir,11,¡ imperativo afirmativo !,34,2nd_plural_polite,ustedes,,,,,
26_12_21,26,venir,12,¡ imperativo negativo !,21,2nd_singular,tú,,,,,
26_12_33,26,venir,12,¡ imperativo negativo !,33,2nd_singular_polite,usted,,,,,
26_12_12,26,venir,12,¡ imperativo negativo !,12,1st_plural,nosotros,,,,,
26_12_34,26,venir,12,¡ imperativo negativo !,34,2nd_plural_polite,ustedes,,,,,
27_1_0,27,pensar,1,infinitivo,0,NA,NA,pensar,pensar,TRUE,,
27_2_0,27,pensar,2,gerundio,0,NA,NA,pensando,,,,
27_3_0,27,pensar,3,participio,0,NA,NA,pensado,,,,
27_4_11,27,pensar,4,⊙ indicativo presente ⊙,11,1st_singular,yo,penso,,,,
27_4_21,27,pensar,4,⊙ indicativo presente ⊙,21,2nd_singular,tú,pensas,,,,
27_4_31,27,pensar,4,⊙ indicativo presente ⊙,31,3rd_singular,él/ella,pensa,,,,
27_4_12,27,pensar,4,⊙ indicativo presente ⊙,12,1st_plural,nosotros,pensamos,,,,
27_4_32,27,pensar,4,⊙ indicativo presente ⊙,32,3rd_plural,ellos/ellas,pensan,,,,
27_5_11,27,pensar,5,⇠ indicativo imperfecto ⇠,11,1st_singular,yo,pensaba,,,,
27_5_21,27,pensar,5,⇠ indicativo imperfecto ⇠,21,2nd_singular,tú,pensabas,,,,
27_5_31,27,pensar,5,⇠ indicativo imperfecto ⇠,31,3rd_singular,él/ella,pensaba,,,,
27_5_12,27,pensar,5,⇠ indicativo imperfecto ⇠,12,1st_plural,nosotros,pensábamos,,,,
27_5_32,27,pensar,5,⇠ indicativo imperfecto ⇠,32,3rd_plural,ellos/ellas,pensaban,,,,
27_6_11,27,pensar,6,↧ indicativo pretérito ↧,11,1st_singular,yo,pensé,,,,
27_6_21,27,pensar,6,↧ indicativo pretérito ↧,21,2nd_singular,tú,pensaste,,,,
27_6_31,27,pensar,6,↧ indicativo pretérito ↧,31,3rd_singular,él/ella,pensó,,,,
27_6_12,27,pensar,6,↧ indicativo pretérito ↧,12,1st_plural,nosotros,pensamos,,,,
27_6_32,27,pensar,6,↧ indicativo pretérito ↧,32,3rd_plural,ellos/ellas,pensaron,,,,
27_7_11,27,pensar,7,→ indicativo futuro →,11,1st_singular,yo,pensaré,,,,
27_7_21,27,pensar,7,→ indicativo futuro →,21,2nd_singular,tú,pensarás,,,,
27_7_31,27,pensar,7,→ indicativo futuro →,31,3rd_singular,él/ella,pensará,,,,
27_7_12,27,pensar,7,→ indicativo futuro →,12,1st_plural,nosotros,pensaremos,,,,
27_7_32,27,pensar,7,→ indicativo futuro →,32,3rd_plural,ellos/ellas,pensarán,,,,
27_8_11,27,pensar,8,◇ condicional ◇,11,1st_singular,yo,,,,,
27_8_21,27,pensar,8,◇ condicional ◇,21,2nd_singular,tú,,,,,
27_8_31,27,pensar,8,◇ condicional ◇,31,3rd_singular,él/ella,,,,,
27_8_12,27,pensar,8,◇ condicional ◇,12,1st_plural,nosotros,,,,,
27_8_32,27,pensar,8,◇ condicional ◇,32,3rd_plural,ellos/ellas,,,,,
27_9_11,27,pensar,9,∿ subjuntivo presente ∿,11,1st_singular,yo,,,,,
27_9_21,27,pensar,9,∿ subjuntivo presente ∿,21,2nd_singular,tú,,,,,
27_9_31,27,pensar,9,∿ subjuntivo presente ∿,31,3rd_singular,él/ella,,,,,
27_9_12,27,pensar,9,∿ subjuntivo presente ∿,12,1st_plural,nosotros,,,,,
27_9_32,27,pensar,9,∿ subjuntivo presente ∿,32,3rd_plural,ellos/ellas,,,,,
27_10_11,27,pensar,10,↫ subjuntivo imperfecto ↫,11,1st_singular,yo,,,,,
27_10_21,27,pensar,10,↫ subjuntivo imperfecto ↫,21,2nd_singular,tú,,,,,
27_10_31,27,pensar,10,↫ subjuntivo imperfecto ↫,31,3rd_singular,él/ella,,,,,
27_10_12,27,pensar,10,↫ subjuntivo imperfecto ↫,12,1st_plural,nosotros,,,,,
27_10_32,27,pensar,10,↫ subjuntivo imperfecto ↫,32,3rd_plural,ellos/ellas,,,,,
27_11_21,27,pensar,11,¡ imperativo afirmativo !,21,2nd_singular,tú,,,,,
27_11_33,27,pensar,11,¡ imperativo afirmativo !,33,2nd_singular_polite,usted,,,,,
27_11_12,27,pensar,11,¡ imperativo afirmativo !,12,1st_plural,nosotros,,,,,
27_11_34,27,pensar,11,¡ imperativo afirmativo !,34,2nd_plural_polite,ustedes,,,,,
27_12_21,27,pensar,12,¡ imperativo negativo !,21,2nd_singular,tú,,,,,
27_12_33,27,pensar,12,¡ imperativo negativo !,33,2nd_singular_polite,usted,,,,,
27_12_12,27,pensar,12,¡ imperativo negativo !,12,1st_plural,nosotros,,,,,
27_12_34,27,pensar,12,¡ imperativo negativo !,34,2nd_plural_polite,ustedes,,,,,
28_1_0,28,salir,1,infinitivo,0,NA,NA,salir,salir,TRUE,,
28_2_0,28,salir,2,gerundio,0,NA,NA,saliendo,,,,
28_3_0,28,salir,3,participio,0,NA,NA,salido,,,,
28_4_11,28,salir,4,⊙ indicativo presente ⊙,11,1st_singular,yo,salo,,,,
28_4_21,28,salir,4,⊙ indicativo presente ⊙,21,2nd_singular,tú,sales,,,,
28_4_31,28,salir,4,⊙ indicativo presente ⊙,31,3rd_singular,él/ella,sale,,,,
28_4_12,28,salir,4,⊙ indicativo presente ⊙,12,1st_plural,nosotros,salimos,,,,
28_4_32,28,salir,4,⊙ indicativo presente ⊙,32,3rd_plural,ellos/ellas,salen,,,,
28_5_11,28,salir,5,⇠ indicativo imperfecto ⇠,11,1st_singular,yo,salía,,,,
28_5_21,28,salir,5,⇠ indicativo imperfecto ⇠,21,2nd_singular,tú,salías,,,,
28_5_31,28,salir,5,⇠ indicativo imperfecto ⇠,31,3rd_singular,él/ella,salía,,,,
28_5_12,28,salir,5,⇠ indicativo imperfecto ⇠,12,1st_plural,nosotros,salíamos,,,,
28_5_32,28,salir,5,⇠ indicativo imperfecto ⇠,32,3rd_plural,ellos/ellas,salían,,,,
28_6_11,28,salir,6,↧ indicativo pretérito ↧,11,1st_singular,yo,salí,,,,
28_6_21,28,salir,6,↧ indicativo pretérito ↧,21,2nd_singular,tú,saliste,,,,
28_6_31,28,salir,6,↧ indicativo pretérito ↧,31,3rd_singular,él/ella,salió,,,,
28_6_12,28,salir,6,↧ indicativo pretérito ↧,12,1st_plural,nosotros,salimos,,,,
28_6_32,28,salir,6,↧ indicativo pretérito ↧,32,3rd_plural,ellos/ellas,salieron,,,,
28_7_11,28,salir,7,→ indicativo futuro →,11,1st_singular,yo,saliré,,,,
28_7_21,28,salir,7,→ indicativo futuro →,21,2nd_singular,tú,salirás,,,,
28_7_31,28,salir,7,→ indicativo futuro →,31,3rd_singular,él/ella,salirá,,,,
28_7_12,28,salir,7,→ indicativo futuro →,12,1st_plural,nosotros,saliremos,,,,
28_7_32,28,salir,7,→ indicativo futuro →,32,3rd_plural,ellos/ellas,salirán,,,,
28_8_11,28,salir,8,◇ condicional ◇,11,1st_singular,yo,,,,,
28_8_21,28,salir,8,◇ condicional ◇,21,2nd_singular,tú,,,,,
28_8_31,28,salir,8,◇ condicional ◇,31,3rd_singular,él/ella,,,,,
28_8_12,28,salir,8,◇ condicional ◇,12,1st_plural,nosotros,,,,,
28_8_32,28,salir,8,◇ condicional ◇,32,3rd_plural,ellos/ellas,,,,,
28_9_11,28,salir,9,∿ subjuntivo presente ∿,11,1st_singular,yo,,,,,
28_9_21,28,salir,9,∿ subjuntivo presente ∿,21,2nd_singular,tú,,,,,
28_9_31,28,salir,9,∿ subjuntivo presente ∿,31,3rd_singular,él/ella,,,,,
28_9_12,28,salir,9,∿ subjuntivo presente ∿,12,1st_plural,nosotros,,,,,
28_9_32,28,salir,9,∿ subjuntivo presente ∿,32,3rd_plural,ellos/ellas,,,,,
28_10_11,28,salir,10,↫ subjuntivo imperfecto ↫,11,1st_singular,yo,,,,,
28_10_21,28,salir,10,↫ subjuntivo imperfecto ↫,21,2nd_singular,tú,,,,,
28_10_31,28,salir,10,↫ subjuntivo imperfecto ↫,31,3rd_singular,él/ella,,,,,
28_10_12,28,salir,10,↫ subjuntivo imperfecto ↫,12,1st_plural,nosotros,,,,,
28_10_32,28,salir,10,↫ subjuntivo imperfecto ↫,32,3rd_plural,ellos/ellas,,,,,
28_11_21,28,salir,11,¡ imperativo afirmativo !,21,2nd_singular,tú,,,,,
28_11_33,28,salir,11,¡ imperativo afirmativo !,33,2nd_singular_polite,usted,,,,,
28_11_12,28,salir,11,¡ imperativo afirmativo !,12,1st_plural,nosotros,,,,,
28_11_34,28,salir,11,¡ imperativo afirmativo !,34,2nd_plural_polite,ustedes,,,,,
28_12_21,28,salir,12,¡ imperativo negativo !,21,2nd_singular,tú,,,,,
28_12_33,28,salir,12,¡ imperativo negativo !,33,2nd_singular_polite,usted,,,,,
28_12_12,28,salir,12,¡ imperativo negativo !,12,1st_plural,nosotros,,,,,
28_12_34,28,salir,12,¡ imperativo negativo !,34,2nd_plural_polite,ustedes,,,,,
29_1_0,29,volver,1,infinitivo,0,NA,NA,volver,volver,TRUE,,
29_2_0,29,volver,2,gerundio,0,NA,NA,volviendo,,,,
29_3_0,29,volver,3,participio,0,NA,NA,volvido,,,,
29_4_11,29,volver,4,⊙ indicativo presente ⊙,11,1st_singular,yo,volvo,,,,
29_4_21,29,volver,4,⊙ indicativo presente ⊙,21,2nd_singular,tú,volves,,,,
29_4_31,29,volver,4,⊙ indicativo presente ⊙,31,3rd_singular,él/ella,volve,,,,
29_4_12,29,volver,4,⊙ indicativo presente ⊙,12,1st_plural,nosotros,volvemos,,,,
29_4_32,29,volver,4,⊙ indicativo presente ⊙,32,3rd_plural,ellos/ellas,volven,,,,
29_5_11,29,volver,5,⇠ indicativo imperfecto ⇠,11,1st_singular,yo,volvía,,,,
29_5_21,29,volver,5,⇠ indicativo imperfecto ⇠,21,2nd_singular,tú,volvías,,,,
29_5_31,29,volver,5,⇠ indicativo imperfecto ⇠,31,3rd_singular,él/ella,volvía,,,,
29_5_12,29,volver,5,⇠ indicativo imperfecto ⇠,12,1st_plural,nosotros,volvíamos,,,,
29_5_32,29,volver,5,⇠ indicativo imperfecto ⇠,32,3rd_plural,ellos/ellas,volvían,,,,
29_6_11,29,volver,6,↧ indicativo pretérito ↧,11,1st_singular,yo,volví,,,,
29_6_21,29,volver,6,↧ indicativo pretérito ↧,21,2nd_singular,tú,volviste,,,,
29_6_31,29,volver,6,↧ indicativo pretérito ↧,31,3rd_singular,él/ella,volvió,,,,
29_6_12,29,volver,6,↧ indicativo pretérito ↧,12,1st_plural,nosotros,volvimos,,,,
29_6_32,29,volver,6,↧ indicativo pretérito ↧,32,3rd_plural,ellos/ellas,volvieron,,,,
29_7_11,29,volver,7,→ indicativo futuro →,11,1st_singular,yo,volveré,,,,
29_7_21,29,volver,7,→ indicativo futuro →,21,2nd_singular,tú,volverás,,,,
29_7_31,29,volver,7,→ indicativo futuro →,31,3rd_singular,él/ella,volverá,,,,
29_7_12,29,volver,7,→ indicativo futuro →,12,1st_plural,nosotros,volveremos,,,,
29_7_32,29,volver,7,→ indicativo futuro →,32,3rd_plural,ellos/ellas,volverán,,,,
29_8_11,29,volver,8,◇ condicional ◇,11,1st_singular,yo,,,,,
29_8_21,29,volver,8,◇ condicional ◇,21,2nd_singular,tú,,,,,
29_8_31,29,volver,8,◇ condicional ◇,31,3rd_singular,él/ella,,,,,
29_8_12,29,volver,8,◇ condicional ◇,12,1st_plural,nosotros,,,,,
29_8_32,29,volver,8,◇ condicional ◇,32,3rd_plural,ellos/ellas,,,,,
29_9_11,29,volver,9,∿ subjuntivo presente ∿,11,1st_singular,yo,,,,,
29_9_21,29,volver,9,∿ subjuntivo presente ∿,21,2nd_singular,tú,,,,,
29_9_31,29,volver,9,∿ subjuntivo presente ∿,31,3rd_singular,él/ella,,,,,
29_9_12,29,volver,9,∿ subjuntivo presente ∿,12,1st_plural,nosotros,,,,,
29_9_32,29,volver,9,∿ subjuntivo presente ∿,32,3rd_plural,ellos/ellas,,,,,
29_10_11,29,volver,10,↫ subjuntivo imperfecto ↫,11,1st_singular,yo,,,,,
29_10_21,29,volver,10,↫ subjuntivo imperfecto ↫,21,2nd_singular,tú,,,,,
29_10_31,29,volver,10,↫ subjuntivo imperfecto ↫,31,3rd_singular,él/ella,,,,,
29_10_12,29,volver,10,↫ subjuntivo imperfecto ↫,12,1st_plural,nosotros,,,,,
29_10_32,29,volver,10,↫ subjuntivo imperfecto ↫,32,3rd_plural,ellos/ellas,,,,,
29_11_21,29,volver,11,¡ imperativo afirmativo !,21,2nd_singular,tú,,,,,
29_11_33,29,volver,11,¡ imperativo afirmativo !,33,2nd_singular_polite,usted,,,,,
29_11_12,29,volver,11,¡ imperativo afirmativo !,12,1st_plural,nosotros,,,,,
29_11_34,29,volver,11,¡ imperativo afirmativo !,34,2nd_plural_polite,ustedes,,,,,
29_12_21,29,volver,12,¡ imperativo negativo !,21,2nd_singular,tú,,,,,
29_12_33,29,volver,12,¡ imperativo negativo !,33,2nd_singular_polite,usted,,,,,
29_12_12,29,volver,12,¡ imperativo negativo !,12,1st_plural,nosotros,,,,,
29_12_34,29,volver,12,¡ imperativo negativo !,34,2nd_plural_polite,ustedes,,,,,
30_1_0,30,tomar,1,infinitivo,0,NA,NA,tomar,tomar,TRUE,,
30_2_0,30,tomar,2,gerundio,0,NA,NA,tomando,,,,
30_3_0,30,tomar,3,participio,0,NA,NA,tomado,,,,
30_4_11,30,tomar,4,⊙ indicativo presente ⊙,11,1st_singular,yo,tomo,,,,
30_4_21,30,tomar,4,⊙ indicativo presente ⊙,21,2nd_singular,tú,tomas,,,,
30_4_31,30,tomar,4,⊙ indicativo presente ⊙,31,3rd_singular,él/ella,toma,,,,
30_4_12,30,tomar,4,⊙ indicativo presente ⊙,12,1st_plural,nosotros,tomamos,,,,
30_4_32,30,tomar,4,⊙ indicativo presente ⊙,32,3rd_plural,ellos/ellas,toman,,,,
30_5_11,30,tomar,5,⇠ indicativo imperfecto ⇠,11,1st_singular,yo,tomaba,,,,
30_5_21,30,tomar,5,⇠ indicativo imperfecto ⇠,21,2nd_singular,tú,tomabas,,,,
30_5_31,30,tomar,5,⇠ indicativo imperfecto ⇠,31,3rd_singular,él/ella,tomaba,,,,
30_5_12,30,tomar,5,⇠ indicativo imperfecto ⇠,12,1st_plural,nosotros,tomábamos,,,,
30_5_32,30,tomar,5,⇠ indicativo imperfecto ⇠,32,3rd_plural,ellos/ellas,tomaban,,,,
30_6_11,30,tomar,6,↧ indicativo pretérito ↧,11,1st_singular,yo,tomé,,,,
30_6_21,30,tomar,6,↧ indicativo pretérito ↧,21,2nd_singular,tú,tomaste,,,,
30_6_31,30,tomar,6,↧ indicativo pretérito ↧,31,3rd_singular,él/ella,tomó,,,,
30_6_12,30,tomar,6,↧ indicativo pretérito ↧,12,1st_plural,nosotros,tomamos,,,,
30_6_32,30,tomar,6,↧ indicativo pretérito ↧,32,3rd_plural,ellos/ellas,tomaron,,,,
30_7_11,30,tomar,7,→ indicativo futuro →,11,1st_singular,yo,tomaré,,,,
30_7_21,30,tomar,7,→ indicativo futuro →,21,2nd_singular,tú,tomarás,,,,
30_7_31,30,tomar,7,→ indicativo futuro →,31,3rd_singular,él/ella,tomará,,,,
30_7_12,30,tomar,7,→ indicativo futuro →,12,1st_plural,nosotros,tomaremos,,,,
30_7_32,30,tomar,7,→ indicativo futuro →,32,3rd_plural,ellos/ellas,tomarán,,,,
30_8_11,30,tomar,8,◇ condicional ◇,11,1st_singular,yo,,,,,
30_8_21,30,tomar,8,◇ condicional ◇,21,2nd_singular,tú,,,,,
30_8_31,30,tomar,8,◇ condicional ◇,31,3rd_singular,él/ella,,,,,
30_8_12,30,tomar,8,◇ condicional ◇,12,1st_plural,nosotros,,,,,
30_8_32,30,tomar,8,◇ condicional ◇,32,3rd_plural,ellos/ellas,,,,,
30_9_11,30,tomar,9,∿ subjuntivo presente ∿,11,1st_singular,yo,,,,,
30_9_21,30,tomar,9,∿ subjuntivo presente ∿,21,2nd_singular,tú,,,,,
30_9_31,30,tomar,9,∿ subjuntivo presente ∿,31,3rd_singular,él/ella,,,,,
30_9_12,30,tomar,9,∿ subjuntivo presente ∿,12,1st_plural,nosotros,,,,,
30_9_32,30,tomar,9,∿ subjuntivo presente ∿,32,3rd_plural,ellos/ellas,,,,,
30_10_11,30,tomar,10,↫ subjuntivo imperfecto ↫,11,1st_singular,yo,,,,,
30_10_21,30,tomar,10,↫ subjuntivo imperfecto ↫,21,2nd_singular,tú,,,,,
30_10_31,30,tomar,10,↫ subjuntivo imperfecto ↫,31,3rd_singular,él/ella,,,,,
30_10_12,30,tomar,10,↫ subjuntivo imperfecto ↫,12,1st_plural,nosotros,,,,,
30_10_32,30,tomar,10,↫ subjuntivo imperfecto ↫,32,3rd_plural,ellos/ellas,,,,,
30_11_21,30,tomar,11,¡ imperativo afirmativo !,21,2nd_singular,tú,,,,,
30_11_33,30,tomar,11,¡ imperativo afirmativo !,33,2nd_singular_polite,usted,,,,,
30_11_12,30,tomar,11,¡ imperativo afirmativo !,12,1st_plural,nosotros,,,,,
30_11_34,30,tomar,11,¡ imperativo afirmativo !,34,2nd_plural_polite,ustedes,,,,,
30_12_21,30,tomar,12,¡ imperativo negativo !,21,2nd_singular,tú,,,,,
30_12_33,30,tomar,12,¡ imperativo negativo !,33,2nd_singular_polite,usted,,,,,
30_12_12,30,tomar,12,¡ imperativo negativo !,12,1st_plural,nosotros,,,,,
30_12_34,30,tomar,12,¡ imperativo negativo !,34,2nd_plural_polite,ustedes,,,,,
31_1_0,31,conocer,1,infinitivo,0,NA,NA,conocer,conocer,TRUE,,
31_2_0,31,conocer,2,gerundio,0,NA,NA,conociendo,,,,
31_3_0,31,conocer,3,participio,0,NA,NA,conocido,,,,
31_4_11,31,conocer,4,⊙ indicativo presente ⊙,11,1st_singular,yo,conoco,,,,
31_4_21,31,conocer,4,⊙ indicativo presente ⊙,21,2nd_singular,tú,conoces,,,,
31_4_31,31,conocer,4,⊙ indicativo presente ⊙,31,3rd_singular,él/ella,conoce,,,,
31_4_12,31,conocer,4,⊙ indicativo presente ⊙,12,1st_plural,nosotros,conocemos,,,,
31_4_32,31,conocer,4,⊙ indicativo presente ⊙,32,3rd_plural,ellos/ellas,conocen,,,,
31_5_11,31,conocer,5,⇠ indicativo imperfecto ⇠,11,1st_singular,yo,conocía,,,,
31_5_21,31,conocer,5,⇠ indicativo imperfecto ⇠,21,2nd_singular,tú,conocías,,,,
31_5_31,31,conocer,5,⇠ indicativo imperfecto ⇠,31,3rd_singular,él/ella,conocía,,,,
31_5_12,31,conocer,5,⇠ indicativo imperfecto ⇠,12,1st_plural,nosotros,conocíamos,,,,
31_5_32,31,conocer,5,⇠ indicativo imperfecto ⇠,32,3rd_plural,ellos/ellas,conocían,,,,
31_6_11,31,conocer,6,↧ indicativo pretérito ↧,11,1st_singular,yo,conocí,,,,
31_6_21,31,conocer,6,↧ indicativo pretérito ↧,21,2nd_singular,tú,conociste,,,,
31_6_31,31,conocer,6,↧ indicativo pretérito ↧,31,3rd_singular,él/ella,conoció,,,,
31_6_12,31,conocer,6,↧ indicativo pretérito ↧,12,1st_plural,nosotros,conocimos,,,,
31_6_32,31,conocer,6,↧ indicativo pretérito ↧,32,3rd_plural,ellos/ellas,conocieron,,,,
31_7_11,31,conocer,7,→ indicativo futuro →,11,1st_singular,yo,conoceré,,,,
31_7_21,31,conocer,7,→ indicativo futuro →,21,2nd_singular,tú,conocerás,,,,
31_7_31,31,conocer,7,→ indicativo futuro →,31,3rd_singular,él/ella,conocerá,,,,
31_7_12,31,conocer,7,→ indicativo futuro →,12,1st_plural,nosotros,conoceremos,,,,
31_7_32,31,conocer,7,→ indicativo futuro →,32,3rd_plural,ellos/ellas,conocerán,,,,
31_8_11,31,conocer,8,◇ condicional ◇,11,1st_singular,yo,,,,,
31_8_21,31,conocer,8,◇ condicional ◇,21,2nd_singular,tú,,,,,
31_8_31,31,conocer,8,◇ condicional ◇,31,3rd_singular,él/ella,,,,,
31_8_12,31,conocer,8,◇ condicional ◇,12,1st_plural,nosotros,,,,,
31_8_32,31,conocer,8,◇ condicional ◇,32,3rd_plural,ellos/ellas,,,,,
31_9_11,31,conocer,9,∿ subjuntivo presente ∿,11,1st_singular,yo,,,,,
31_9_21,31,conocer,9,∿ subjuntivo presente ∿,21,2nd_singular,tú,,,,,
31_9_31,31,conocer,9,∿ subjuntivo presente ∿,31,3rd_singular,él/ella,,,,,
31_9_12,31,conocer,9,∿ subjuntivo presente ∿,12,1st_plural,nosotros,,,,,
31_9_32,31,conocer,9,∿ subjuntivo presente ∿,32,3rd_plural,ellos/ellas,,,,,
31_10_11,31,conocer,10,↫ subjuntivo imperfecto ↫,11,1st_singular,yo,,,,,
31_10_21,31,conocer,10,↫ subjuntivo imperfecto ↫,21,2nd_singular,tú,,,,,
31_10_31,31,conocer,10,↫ subjuntivo imperfecto ↫,31,3rd_singular,él/ella,,,,,
31_10_12,31,conocer,10,↫ subjuntivo imperfecto ↫,12,1st_plural,nosotros,,,,,
31_10_32,31,conocer,10,↫ subjuntivo imperfecto ↫,32,3rd_plural,ellos/ellas,,,,,
31_11_21,31,conocer,11,¡ imperativo afirmativo !,21,2nd_singular,tú,,,,,
31_11_33,31,conocer,11,¡ imperativo afirmativo !,33,2nd_singular_polite,usted,,,,,
31_11_12,31,conocer,11,¡ imperativo afirmativo !,12,1st_plural,nosotros,,,,,
31_11_34,31,conocer,11,¡ imperativo afirmativo !,34,2nd_plural_polite,ustedes,,,,,
31_12_21,31,conocer,12,¡ imperativo negativo !,21,2nd_singular,tú,,,,,
31_12_33,31,conocer,12,¡ imperativo negativo !,33,2nd_singular_polite,usted,,,,,
31_12_12,31,conocer,12,¡ imperativo negativo !,12,1st_plural,nosotros,,,,,
31_12_34,31,conocer,12,¡ imperativo negativo !,34,2nd_plural_polite,ustedes,,,,,
32_1_0,32,vivir,1,infinitivo,0,NA,NA,vivir,vivir,TRUE,,
32_2_0,32,vivir,2,gerundio,0,NA,NA,viviendo,,,,
32_3_0,32,vivir,3,participio,0,NA,NA,vivido,,,,
32_4_11,32,vivir,4,⊙ indicativo presente ⊙,11,1st_singular,yo,vivo,,,,
32_4_21,32,vivir,4,⊙ indicativo presente ⊙,21,2nd_singular,tú,vives,,,,
32_4_31,32,vivir,4,⊙ indicativo presente ⊙,31,3rd_singular,él/ella,vive,,,,
32_4_12,32,vivir,4,⊙ indicativo presente ⊙,12,1st_plural,nosotros,vivimos,,,,
32_4_32,32,vivir,4,⊙ indicativo presente ⊙,32,3rd_plural,ellos/ellas,viven,,,,
32_5_11,32,vivir,5,⇠ indicativo imperfecto ⇠,11,1st_singular,yo,vivía,,,,
32_5_21,32,vivir,5,⇠ indicativo imperfecto ⇠,21,2nd_singular,tú,vivías,,,,
32_5_31,32,vivir,5,⇠ indicativo imperfecto ⇠,31,3rd_singular,él/ella,vivía,,,,
32_5_12,32,vivir,5,⇠ indicativo imperfecto ⇠,12,1st_plural,nosotros,vivíamos,,,,
32_5_32,32,vivir,5,⇠ indicativo imperfecto ⇠,32,3rd_plural,ellos/ellas,vivían,,,,
32_6_11,32,vivir,6,↧ indicativo pretérito ↧,11,1st_singular,yo,viví,,,,
32_6_21,32,vivir,6,↧ indicativo pretérito ↧,21,2nd_singular,tú,viviste,,,,
32_6_31,32,vivir,6,↧ indicativo pretérito ↧,31,3rd_singular,él/ella,vivió,,,,
32_6_12,32,vivir,6,↧ indicativo pretérito ↧,12,1st_plural,nosotros,vivimos,,,,
32_6_32,32,vivir,6,↧ indicativo pretérito ↧,32,3rd_plural,ellos/ellas,vivieron,,,,
32_7_11,32,vivir,7,→ indicativo futuro →,11,1st_singular,yo,viviré,,,,
32_7_21,32,vivir,7,→ indicativo futuro →,21,2nd_singular,tú,vivirás,,,,
32_7_31,32,vivir,7,→ indicativo futuro →,31,3rd_singular,él/ella,vivirá,,,,
32_7_12,32,vivir,7,→ indicativo futuro →,12,1st_plural,nosotros,viviremos,,,,
32_7_32,32,vivir,7,→ indicativo futuro →,32,3rd_plural,ellos/ellas,vivirán,,,,
32_8_11,32,vivir,8,◇ condicional ◇,11,1st_singular,yo,,,,,
32_8_21,32,vivir,8,◇ condicional ◇,21,2nd_singular,tú,,,,,
32_8_31,32,vivir,8,◇ condicional ◇,31,3rd_singular,él/ella,,,,,
32_8_12,32,vivir,8,◇ condicional ◇,12,1st_plural,nosotros,,,,,
32_8_32,32,vivir,8,◇ condicional ◇,32,3rd_plural,ellos/ellas,,,,,
32_9_11,32,vivir,9,∿ subjuntivo presente ∿,11,1st_singular,yo,,,,,
32_9_21,32,vivir,9,∿ subjuntivo presente ∿,21,2nd_singular,tú,,,,,
32_9_31,32,vivir,9,∿ subjuntivo presente ∿,31,3rd_singular,él/ella,,,,,
32_9_12,32,vivir,9,∿ subjuntivo presente ∿,12,1st_plural,nosotros,,,,,
32_9_32,32,vivir,9,∿ subjuntivo presente ∿,32,3rd_plural,ellos/ellas,,,,,
32_10_11,32,vivir,10,↫ subjuntivo imperfecto ↫,11,1st_singular,yo,,,,,
32_10_21,32,vivir,10,↫ subjuntivo imperfecto ↫,21,2nd_singular,tú,,,,,
32_10_31,32,vivir,10,↫ subjuntivo imperfecto ↫,31,3rd_singular,él/ella,,,,,
32_10_12,32,vivir,10,↫ subjuntivo imperfecto ↫,12,1st_plural,nosotros,,,,,
32_10_32,32,vivir,10,↫ subjuntivo imperfecto ↫,32,3rd_plural,ellos/ellas,,,,,
32_11_21,32,vivir,11,¡ imperativo afirmativo !,21,2nd_singular,tú,,,,,
32_11_33,32,vivir,11,¡ imperativo afirmativo !,33,2nd_singular_polite,usted,,,,,
32_11_12,32,vivir,11,¡ imperativo afirmativo !,12,1st_plural,nosotros,,,,,
32_11_34,32,vivir,11,¡ imperativo afirmativo !,34,2nd_plural_polite,ustedes,,,,,
