card_id,verb_id,verb,tense_id,tense,person_id,person_grammatical,person_display,hypothetical_regular_form,conjugated_verb,regular,sentence,sentence_with_cloze
86_9_32,86,alcanzar,9,∿ subjuntivo presente ∿,32,3rd_plural,ellos/ellas,,,,,
86_10_11,86,alcanzar,10,↫ subjuntivo imperfecto ↫,11,1st_singular,yo,,,,,
86_10_21,86,alcanzar,10,↫ subjuntivo imperfecto ↫,21,2nd_singular,tú,,,,,
86_10_31,86,alcanzar,10,↫ subjuntivo imperfecto ↫,31,3rd_singular,él/ella,,,,,
86_10_12,86,alcanzar,10,↫ subjuntivo imperfecto ↫,12,1st_plural,nosotros,,,,,
86_10_32,86,alcanzar,10,↫ subjuntivo imperfecto ↫,32,3rd_plural,ellos/ellas,,,,,
86_11_21,86,alcanzar,11,¡ imperativo afirmativo !,21,2nd_singular,tú,,,,,
86_11_33,86,alcanzar,11,¡ imperativo afirmativo !,33,2nd_singular_polite,usted,,,,,
86_11_12,86,alcanzar,11,¡ imperativo afirmativo !,12,1st_plural,nosotros,,,,,
86_11_34,86,alcanzar,11,¡ imperativo afirmativo !,34,2nd_plural_polite,ustedes,,,,,
86_12_21,86,alcanzar,12,¡ imperativo negativo !,21,2nd_singular,tú,,,,,
86_12_33,86,alcanzar,12,¡ imperativo negativo !,33,2nd_singular_polite,usted,,,,,
86_12_12,86,alcanzar,12,¡ imperativo negativo !,12,1st_plural,nosotros,,,,,
86_12_34,86,alcanzar,12,¡ imperativo negativo !,34,2nd_plural_polite,ustedes,,,,,
87_1_0,87,nacer,1,infinitivo,0,NA,NA,nacer,nacer,TRUE,,
87_2_0,87,nacer,2,gerundio,0,NA,NA,naciendo,,,,
87_3_0,87,nacer,3,participio,0,NA,NA,nacido,,,,
87_4_11,87,nacer,4,⊙ indicativo presente ⊙,11,1st_singular,yo,naco,,,,
87_4_21,87,nacer,4,⊙ indicativo presente ⊙,21,2nd_singular,tú,naces,,,,
87_4_31,87,nacer,4,⊙ indicativo presente ⊙,31,3rd_singular,él/ella,nace,,,,
87_4_12,87,nacer,4,⊙ indicativo presente ⊙,12,1st_plural,nosotros,nacemos,,,,
87_4_32,87,nacer,4,⊙ indicativo presente ⊙,32,3rd_plural,ellos/ellas,nacen,,,,
87_5_11,87,nacer,5,⇠ indicativo imperfecto ⇠,11,1st_singular,yo,nacía,,,,
87_5_21,87,nacer,5,⇠ indicativo imperfecto ⇠,21,2nd_singular,tú,nacías,,,,
87_5_31,87,nacer,5,⇠ indicativo imperfecto ⇠,31,3rd_singular,él/ella,nacía,,,,
87_5_12,87,nacer,5,⇠ indicativo imperfecto ⇠,12,1st_plural,nosotros,nacíamos,,,,
87_5_32,87,nacer,5,⇠ indicativo imperfecto ⇠,32,3rd_plural,ellos/ellas,nacían,,,,
87_6_11,87,nacer,6,↧ indicativo pretérito ↧,11,1st_singular,yo,nací,,,,
87_6_21,87,nacer,6,↧ indicativo pretérito ↧,21,2nd_singular,tú,naciste,,,,
87_6_31,87,nacer,6,↧ indicativo pretérito ↧,31,3rd_singular,él/ella,nació,,,,
87_6_12,87,nacer,6,↧ indicativo pretérito ↧,12,1st_plural,nosotros,nacimos,,,,
87_6_32,87,nacer,6,↧ indicativo pretérito ↧,32,3rd_plural,ellos/ellas,nacieron,,,,
87_7_11,87,nacer,7,→ indicativo futuro →,11,1st_singular,yo,naceré,,,,
87_7_21,87,nacer,7,→ indicativo futuro →,21,2nd_singular,tú,nacerás,,,,
87_7_31,87,nacer,7,→ indicativo futuro →,31,3rd_singular,él/ella,nacerá,,,,
87_7_12,87,nacer,7,→ indicativo futuro →,12,1st_plural,nosotros,naceremos,,,,
87_7_32,87,nacer,7,→ indicativo futuro →,32,3rd_plural,ellos/ellas,nacerán,,,,
87_8_11,87,nacer,8,◇ condicional ◇,11,1st_singular,yo,,,,,
87_8_21,87,nacer,8,◇ condicional ◇,21,2nd_singular,tú,,,,,
87_8_31,87,nacer,8,◇ condicional ◇,31,3rd_singular,él/ella,,,,,
87_8_12,87,nacer,8,◇ condicional ◇,12,1st_plural,nosotros,,,,,
87_8_32,87,nacer,8,◇ condicional ◇,32,3rd_plural,ellos/ellas,,,,,
87_9_11,87,nacer,9,∿ subjuntivo presente ∿,11,1st_singular,yo,,,,,
87_9_21,87,nacer,9,∿ subjuntivo presente ∿,21,2nd_singular,tú,,,,,
87_9_31,87,nacer,9,∿ subjuntivo presente ∿,31,3rd_singular,él/ella,,,,,
87_9_12,87,nacer,9,∿ subjuntivo presente ∿,12,1st_plural,nosotros,,,,,
87_9_32,87,nacer,9,∿ subjuntivo presente ∿,32,3rd_plural,ellos/ellas,,,,,
87_10_11,87,nacer,10,↫ subjuntivo imperfecto ↫,11,1st_singular,yo,,,,,
87_10_21,87,nacer,10,↫ subjuntivo imperfecto ↫,21,2nd_singular,tú,,,,,
87_10_31,87,nacer,10,↫ subjuntivo imperfecto ↫,31,3rd_singular,él/ella,,,,,
87_10_12,87,nacer,10,↫ subjuntivo imperfecto ↫,12,1st_plural,nosotros,,,,,
87_10_32,87,nacer,10,↫ subjuntivo imperfecto ↫,32,3rd_plural,ellos/ellas,,,,,
87_11_21,87,nacer,11,¡ imperativo afirmativo !,21,2nd_singular,tú,,,,,
87_11_33,87,nacer,11,¡ imperativo afirmativo !,33,2nd_singular_polite,usted,,,,,
87_11_12,87,nacer,11,¡ imperativo afirmativo !,12,1st_plural,nosotros,,,,,
87_11_34,87,nacer,11,¡ imperativo afirmativo !,34,2nd_plural_polite,ustedes,,,,,
87_12_21,87,nacer,12,¡ imperativo negativo !,21,2nd_singular,tú,,,,,
87_12_33,87,nacer,12,¡ imperativo negativo !,33,2nd_singular_polite,usted,,,,,
87_12_12,87,nacer,12,¡ imperativo negativo !,12,1st_plural,nosotros,,,,,
87_12_34,87,nacer,12,¡ imperativo negativo !,34,2nd_plural_polite,ustedes,,,,,
88_1_0,88,dirigir,1,infinitivo,0,NA,NA,dirigir,dirigir,TRUE,,
88_2_0,88,dirigir,2,gerundio,0,NA,NA,dirigiendo,,,,
88_3_0,88,dirigir,3,participio,0,NA,NA,dirigido,,,,
88_4_11,88,dirigir,4,⊙ indicativo presente ⊙,11,1st_singular,yo,dirigo,,,,
88_4_21,88,dirigir,4,⊙ indicativo presente ⊙,21,2nd_singular,tú,diriges,,,,
88_4_31,88,dirigir,4,⊙ indicativo presente ⊙,31,3rd_singular,él/ella,dirige,,,,
88_4_12,88,dirigir,4,⊙ indicativo presente ⊙,12,1st_plural,nosotros,dirigimos,,,,
88_4_32,88,dirigir,4,⊙ indicativo presente ⊙,32,3rd_plural,ellos/ellas,dirigen,,,,
88_5_11,88,dirigir,5,⇠ indicativo imperfecto ⇠,11,1st_singular,yo,dirigía,,,,
88_5_21,88,dirigir,5,⇠ indicativo imperfecto ⇠,21,2nd_singular,tú,dirigías,,,,
88_5_31,88,dirigir,5,⇠ indicativo imperfecto ⇠,31,3rd_singular,él/ella,dirigía,,,,
88_5_12,88,dirigir,5,⇠ indicativo imperfecto ⇠,12,1st_plural,nosotros,dirigíamos,,,,
88_5_32,88,dirigir,5,⇠ indicativo imperfecto ⇠,32,3rd_plural,ellos/ellas,dirigían,,,,
88_6_11,88,dirigir,6,↧ indicativo pretérito ↧,11,1st_singular,yo,dirigí,,,,
88_6_21,88,dirigir,6,↧ indicativo pretérito ↧,21,2nd_singular,tú,dirigiste,,,,
88_6_31,88,dirigir,6,↧ indicativo pretérito ↧,31,3rd_singular,él/ella,dirigió,,,,
88_6_12,88,dirigir,6,↧ indicativo pretérito ↧,12,1st_plural,nosotros,dirigimos,,,,
88_6_32,88,dirigir,6,↧ indicativo pretérito ↧,32,3rd_plural,ellos/ellas,dirigieron,,,,
88_7_11,88,dirigir,7,→ indicativo futuro →,11,1st_singular,yo,dirigiré,,,,
88_7_21,88,dirigir,7,→ indicativo futuro →,21,2nd_singular,tú,dirigirás,,,,
88_7_31,88,dirigir,7,→ indicativo futuro →,31,3rd_singular,él/ella,dirigirá,,,,
88_7_12,88,dirigir,7,→ indicativo futuro →,12,1st_plural,nosotros,dirigiremos,,,,
88_7_32,88,dirigir,7,→ indicativo futuro →,32,3rd_plural,ellos/ellas,dirigirán,,,,
88_8_11,88,dirigir,8,◇ condicional ◇,11,1st_singular,yo,,,,,
88_8_21,88,dirigir,8,◇ condicional ◇,21,2nd_singular,tú,,,,,
88_8_31,88,dirigir,8,◇ condicional ◇,31,3rd_singular,él/ella,,,,,
88_8_12,88,dirigir,8,◇ condicional ◇,12,1st_plural,nosotros,,,,,
88_8_32,88,dirigir,8,◇ condicional ◇,32,3rd_plural,ellos/ellas,,,,,
88_9_11,88,dirigir,9,∿ subjuntivo presente ∿,11,1st_singular,yo,,,,,
88_9_21,88,dirigir,9,∿ subjuntivo presente ∿,21,2nd_singular,tú,,,,,
88_9_31,88,dirigir,9,∿ subjuntivo presente ∿,31,3rd_singular,él/ella,,,,,
88_9_12,88,dirigir,9,∿ subjuntivo presente ∿,12,1st_plural,nosotros,,,,,
88_9_32,88,dirigir,9,∿ subjuntivo presente ∿,32,3rd_plural,ellos/ellas,,,,,
88_10_11,88,dirigir,10,↫ subjuntivo imperfecto ↫,11,1st_singular,yo,,,,,
88_10_21,88,dirigir,10,↫ subjuntivo imperfecto ↫,21,2nd_singular,tú,,,,,
88_10_31,88,dirigir,10,↫ subjuntivo imperfecto ↫,31,3rd_singular,él/ella,,,,,
88_10_12,88,dirigir,10,↫ subjuntivo imperfecto ↫,12,1st_plural,nosotros,,,,,
88_10_32,88,dirigir,10,↫ subjuntivo imperfecto ↫,32,3rd_plural,ellos/ellas,,,,,
88_11_21,88,dirigir,11,¡ imperativo afirmativo !,21,2nd_singular,tú,,,,,
88_11_33,88,dirigir,11,¡ imperativo afirmativo !,33,2nd_singular_polite,usted,,,,,
88_11_12,88,dirigir,11,¡ imperativo afirmativo !,12,1st_plural,nosotros,,,,,
88_11_34,88,dirigir,11,¡ imperativo afirmativo !,34,2nd_plural_polite,ustedes,,,,,
88_12_21,88,dirigir,12,¡ imperativo negativo !,21,2nd_singular,tú,,,,,
88_12_33,88,dirigir,12,¡ imperativo negativo !,33,2nd_singular_polite,usted,,,,,
88_12_12,88,dirigir,12,¡ imperativo negativo !,12,1st_plural,nosotros,,,,,
88_12_34,88,dirigir,12,¡ imperativo negativo !,34,2nd_plural_polite,ustedes,,,,,
89_1_0,89,correr,1,infinitivo,0,NA,NA,correr,correr,TRUE,,
89_2_0,89,correr,2,gerundio,0,NA,NA,corriendo,,,,
89_3_0,89,correr,3,participio,0,NA,NA,corrido,,,,
89_4_11,89,correr,4,⊙ indicativo presente ⊙,11,1st_singular,yo,corro,,,,
89_4_21,89,correr,4,⊙ indicativo presente ⊙,21,2nd_singular,tú,corres,,,,
89_4_31,89,correr,4,⊙ indicativo presente ⊙,31,3rd_singular,él/ella,corre,,,,
89_4_12,89,correr,4,⊙ indicativo presente ⊙,12,1st_plural,nosotros,corremos,,,,
89_4_32,89,correr,4,⊙ indicativo presente ⊙,32,3rd_plural,ellos/ellas,corren,,,,
89_5_11,89,correr,5,⇠ indicativo imperfecto ⇠,11,1st_singular,yo,corría,,,,
89_5_21,89,correr,5,⇠ indicativo imperfecto ⇠,21,2nd_singular,tú,corrías,,,,
89_5_31,89,correr,5,⇠ indicativo imperfecto ⇠,31,3rd_singular,él/ella,corría,,,,
89_5_12,89,correr,5,⇠ indicativo imperfecto ⇠,12,1st_plural,nosotros,corríamos,,,,
89_5_32,89,correr,5,⇠ indicativo imperfecto ⇠,32,3rd_plural,ellos/ellas,corrían,,,,
89_6_11,89,correr,6,↧ indicativo pretérito ↧,11,1st_singular,yo,corrí,,,,
89_6_21,89,correr,6,↧ indicativo pretérito ↧,21,2nd_singular,tú,corriste,,,,
89_6_31,89,correr,6,↧ indicativo pretérito ↧,31,3rd_singular,él/ella,corrió,,,,
89_6_12,89,correr,6,↧ indicativo pretérito ↧,12,1st_plural,nosotros,corrimos,,,,
89_6_32,89,correr,6,↧ indicativo pretérito ↧,32,3rd_plural,ellos/ellas,corrieron,,,,
89_7_11,89,correr,7,→ indicativo futuro →,11,1st_singular,yo,correré,,,,
89_7_21,89,correr,7,→ indicativo futuro →,21,2nd_singular,tú,correrás,,,,
89_7_31,89,correr,7,→ indicativo futuro →,31,3rd_singular,él/ella,correrá,,,,
89_7_12,89,correr,7,→ indicativo futuro →,12,1st_plural,nosotros,correremos,,,,
89_7_32,89,correr,7,→ indicativo futuro →,32,3rd_plural,ellos/ellas,correrán,,,,
89_8_11,89,correr,8,◇ condicional ◇,11,1st_singular,yo,,,,,
89_8_21,89,correr,8,◇ condicional ◇,21,2nd_singular,tú,,,,,
89_8_31,89,correr,8,◇ condicional ◇,31,3rd_singular,él/ella,,,,,
89_8_12,89,correr,8,◇ condicional ◇,12,1st_plural,nosotros,,,,,
89_8_32,89,correr,8,◇ condicional ◇,32,3rd_plural,ellos/ellas,,,,,
89_9_11,89,correr,9,∿ subjuntivo presente ∿,11,1st_singular,yo,,,,,
89_9_21,89,correr,9,∿ subjuntivo presente ∿,21,2nd_singular,tú,,,,,
89_9_31,89,correr,9,∿ subjuntivo presente ∿,31,3rd_singular,él/ella,,,,,
89_9_12,89,correr,9,∿ subjuntivo presente ∿,12,1st_plural,nosotros,,,,,
89_9_32,89,correr,9,∿ subjuntivo presente ∿,32,3rd_plural,ellos/ellas,,,,,
89_10_11,89,correr,10,↫ subjuntivo imperfecto ↫,11,1st_singular,yo,,,,,
89_10_21,89,correr,10,↫ subjuntivo imperfecto ↫,21,2nd_singular,tú,,,,,
89_10_31,89,correr,10,↫ subjuntivo imperfecto ↫,31,3rd_singular,él/ella,,,,,
89_10_12,89,correr,10,↫ subjuntivo imperfecto ↫,12,1st_plural,nosotros,,,,,
89_10_32,89,correr,10,↫ subjuntivo imperfecto ↫,32,3rd_plural,ellos/ellas,,,,,
89_11_21,89,correr,11,¡ imperativo afirmativo !,21,2nd_singular,tú,,,,,
89_11_33,89,correr,11,¡ imperativo afirmativo !,33,2nd_singular_polite,usted,,,,,
89_11_12,89,correr,11,¡ imperativo afirmativo !,12,1st_plural,nosotros,,,,,
89_11_34,89,correr,11,¡ imperativo afirmativo !,34,2nd_plural_polite,ustedes,,,,,
89_12_21,89,correr,12,¡ imperativo negativo !,21,2nd_singular,tú,,,,,
89_12_33,89,correr,12,¡ imperativo negativo !,33,2nd_singular_polite,usted,,,,,
89_12_12,89,correr,12,¡ imperativo negativo !,12,1st_plural,nosotros,,,,,
89_12_34,89,correr,12,¡ imperativo negativo !,34,2nd_plural_polite,ustedes,,,,,
90_1_0,90,utilizar,1,infinitivo,0,NA,NA,utilizar,utilizar,TRUE,,
90_2_0,90,utilizar,2,gerundio,0,NA,NA,utilizando,,,,
90_3_0,90,utilizar,3,participio,0,NA,NA,utilizado,,,,
90_4_11,90,utilizar,4,⊙ indicativo presente ⊙,11,1st_singular,yo,utilizo,,,,
90_4_21,90,utilizar,4,⊙ indicativo presente ⊙,21,2nd_singular,tú,utilizas,,,,
90_4_31,90,utilizar,4,⊙ indicativo presente ⊙,31,3rd_singular,él/ella,utiliza,,,,
90_4_12,90,utilizar,4,⊙ indicativo presente ⊙,12,1st_plural,nosotros,utilizamos,,,,
90_4_32,90,utilizar,4,⊙ indicativo presente ⊙,32,3rd_plural,ellos/ellas,utilizan,,,,
90_5_11,90,utilizar,5,⇠ indicativo imperfecto ⇠,11,1st_singular,yo,utilizaba,,,,
90_5_21,90,utilizar,5,⇠ indicativo imperfecto ⇠,21,2nd_singular,tú,utilizabas,,,,
90_5_31,90,utilizar,5,⇠ indicativo imperfecto ⇠,31,3rd_singular,él/ella,utilizaba,,,,
90_5_12,90,utilizar,5,⇠ indicativo imperfecto ⇠,12,1st_plural,nosotros,utilizábamos,,,,
90_5_32,90,utilizar,5,⇠ indicativo imperfecto ⇠,32,3rd_plural,ellos/ellas,utilizaban,,,,
90_6_11,90,utilizar,6,↧ indicativo pretérito ↧,11,1st_singular,yo,utilizé,,,,
90_6_21,90,utilizar,6,↧ indicativo pretérito ↧,21,2nd_singular,tú,utilizaste,,,,
90_6_31,90,utilizar,6,↧ indicativo pretérito ↧,31,3rd_singular,él/ella,utilizó,,,,
90_6_12,90,utilizar,6,↧ indicativo pretérito ↧,12,1st_plural,nosotros,utilizamos,,,,
90_6_32,90,utilizar,6,↧ indicativo pretérito ↧,32,3rd_plural,ellos/ellas,utilizaron,,,,
90_7_11,90,utilizar,7,→ indicativo futuro →,11,1st_singular,yo,utilizaré,,,,
90_7_21,90,utilizar,7,→ indicativo futuro →,21,2nd_singular,tú,utilizarás,,,,
90_7_31,90,utilizar,7,→ indicativo futuro →,31,3rd_singular,él/ella,utilizará,,,,
90_7_12,90,utilizar,7,→ indicativo futuro →,12,1st_plural,nosotros,utilizaremos,,,,
90_7_32,90,utilizar,7,→ indicativo futuro →,32,3rd_plural,ellos/ellas,utilizarán,,,,
90_8_11,90,utilizar,8,◇ condicional ◇,11,1st_singular,yo,,,,,
90_8_21,90,utilizar,8,◇ condicional ◇,21,2nd_singular,tú,,,,,
90_8_31,90,utilizar,8,◇ condicional ◇,31,3rd_singular,él/ella,,,,,
90_8_12,90,utilizar,8,◇ condicional ◇,12,1st_plural,nosotros,,,,,
90_8_32,90,utilizar,8,◇ condicional ◇,32,3rd_plural,ellos/ellas,,,,,
90_9_11,90,utilizar,9,∿ subjuntivo presente ∿,11,1st_singular,yo,,,,,
90_9_21,90,utilizar,9,∿ subjuntivo presente ∿,21,2nd_singular,tú,,,,,
90_9_31,90,utilizar,9,∿ subjuntivo presente ∿,31,3rd_singular,él/ella,,,,,
90_9_12,90,utilizar,9,∿ subjuntivo presente ∿,12,1st_plural,nosotros,,,,,
90_9_32,90,utilizar,9,∿ subjuntivo presente ∿,32,3rd_plural,ellos/ellas,,,,,
90_10_11,90,utilizar,10,↫ subjuntivo imperfecto ↫,11,1st_singular,yo,,,,,
90_10_21,90,utilizar,10,↫ subjuntivo imperfecto ↫,21,2nd_singular,tú,,,,,
90_10_31,90,utilizar,10,↫ subjuntivo imperfecto ↫,31,3rd_singular,él/ella,,,,,
90_10_12,90,utilizar,10,↫ subjuntivo imperfecto ↫,12,1st_plural,nosotros,,,,,
90_10_32,90,utilizar,10,↫ subjuntivo imperfecto ↫,32,3rd_plural,ellos/ellas,,,,,
90_11_21,90,utilizar,11,¡ imperativo afirmativo !,21,2nd_singular,tú,,,,,
90_11_33,90,utilizar,11,¡ imperativo afirmativo !,33,2nd_singular_polite,usted,,,,,
90_11_12,90,utilizar,11,¡ imperativo afirmativo !,12,1st_plural,nosotros,,,,,
90_11_34,90,utilizar,11,¡ imperativo afirmativo !,34,2nd_plural_polite,ustedes,,,,,
90_12_21,90,utilizar,12,¡ imperativo negativo !,21,2nd_singular,tú,,,,,
90_12_33,90,utilizar,12,¡ imperativo negativo !,33,2nd_singular_polite,usted,,,,,
90_12_12,90,utilizar,12,¡ imperativo negativo !,12,1st_plural,nosotros,,,,,
90_12_34,90,utilizar,12,¡ imperativo negativo !,34,2nd_plural_polite,ustedes,,,,,
91_1_0,91,pagar,1,infinitivo,0,NA,NA,pagar,pagar,TRUE,,
91_2_0,91,pagar,2,gerundio,0,NA,NA,pagando,,,,
91_3_0,91,pagar,3,participio,0,NA,NA,pagado,,,,
91_4_11,91,pagar,4,⊙ indicativo presente ⊙,11,1st_singular,yo,pago,,,,
91_4_21,91,pagar,4,⊙ indicativo presente ⊙,21,2nd_singular,tú,pagas,,,,
91_4_31,91,pagar,4,⊙ indicativo presente ⊙,31,3rd_singular,él/ella,paga,,,,
91_4_12,91,pagar,4,⊙ indicativo presente ⊙,12,1st_plural,nosotros,pagamos,,,,
91_4_32,91,pagar,4,⊙ indicativo presente ⊙,32,3rd_plural,ellos/ellas,pagan,,,,
91_5_11,91,pagar,5,⇠ indicativo imperfecto ⇠,11,1st_singular,yo,pagaba,,,,
91_5_21,91,pagar,5,⇠ indicativo imperfecto ⇠,21,2nd_singular,tú,pagabas,,,,
91_5_31,91,pagar,5,⇠ indicativo imperfecto ⇠,31,3rd_singular,él/ella,pagaba,,,,
91_5_12,91,pagar,5,⇠ indicativo imperfecto ⇠,12,1st_plural,nosotros,pagábamos,,,,
91_5_32,91,pagar,5,⇠ indicativo imperfecto ⇠,32,3rd_plural,ellos/ellas,pagaban,,,,
91_6_11,91,pagar,6,↧ indicativo pretérito ↧,11,1st_singular,yo,pagé,,,,
91_6_21,91,pagar,6,↧ indicativo pretérito ↧,21,2nd_singular,tú,pagaste,,,,
91_6_31,91,pagar,6,↧ indicativo pretérito ↧,31,3rd_singular,él/ella,pagó,,,,
91_6_12,91,pagar,6,↧ indicativo pretérito ↧,12,1st_plural,nosotros,pagamos,,,,
91_6_32,91,pagar,6,↧ indicativo pretérito ↧,32,3rd_plural,ellos/ellas,pagaron,,,,
91_7_11,91,pagar,7,→ indicativo futuro →,11,1st_singular,yo,pagaré,,,,
91_7_21,91,pagar,7,→ indicativo futuro →,21,2nd_singular,tú,pagarás,,,,
91_7_31,91,pagar,7,→ indicativo futuro →,31,3rd_singular,él/ella,pagará,,,,
91_7_12,91,pagar,7,→ indicativo futuro →,12,1st_plural,nosotros,pagaremos,,,,
91_7_32,91,pagar,7,→ indicativo futuro →,32,3rd_plural,ellos/ellas,pagarán,,,,
91_8_11,91,pagar,8,◇ condicional ◇,11,1st_singular,yo,,,,,
91_8_21,91,pagar,8,◇ condicional ◇,21,2nd_singular,tú,,,,,
91_8_31,91,pagar,8,◇ condicional ◇,31,3rd_singular,él/ella,,,,,
91_8_12,91,pagar,8,◇ condicional ◇,12,1st_plural,nosotros,,,,,
91_8_32,91,pagar,8,◇ condicional ◇,32,3rd_plural,ellos/ellas,,,,,
91_9_11,91,pagar,9,∿ subjuntivo presente ∿,11,1st_singular,yo,,,,,
91_9_21,91,pagar,9,∿ subjuntivo presente ∿,21,2nd_singular,tú,,,,,
91_9_31,91,pagar,9,∿ subjuntivo presente ∿,31,3rd_singular,él/ella,,,,,
91_9_12,91,pagar,9,∿ subjuntivo presente ∿,12,1st_plural,nosotros,,,,,
91_9_32,91,pagar,9,∿ subjuntivo presente ∿,32,3rd_plural,ellos/ellas,,,,,
91_10_11,91,pagar,10,↫ subjuntivo imperfecto ↫,11,1st_singular,yo,,,,,
91_10_21,91,pagar,10,↫ subjuntivo imperfecto ↫,21,2nd_singular,tú,,,,,
91_10_31,91,pagar,10,↫ subjuntivo imperfecto ↫,31,3rd_singular,él/ella,,,,,
91_10_12,91,pagar,10,↫ subjuntivo imperfecto ↫,12,1st_plural,nosotros,,,,,
91_10_32,91,pagar,10,↫ subjuntivo imperfecto ↫,32,3rd_plural,ellos/ellas,,,,,
91_11_21,91,pagar,11,¡ imperativo afirmativo !,21,2nd_singular,tú,,,,,
91_11_33,91,pagar,11,¡ imperativo afirmativo !,33,2nd_singular_polite,usted,,,,,
91_11_12,91,pagar,11,¡ imperativo afirmativo !,12,1st_plural,nosotros,,,,,
91_11_34,91,pagar,11,¡ imperativo afirmativo !,34,2nd_plural_polite,ustedes,,,,,
91_12_21,91,pagar,12,¡ imperativo negativo !,21,2nd_singular,tú,,,,,
91_12_33,91,pagar,12,¡ imperativo negativo !,33,2nd_singular_polite,usted,,,,,
91_12_12,91,pagar,12,¡ imperativo negativo !,12,1st_plural,nosotros,,,,,
91_12_34,91,pagar,12,¡ imperativo negativo !,34,2nd_plural_polite,ustedes,,,,,
92_1_0,92,ayudar,1,infinitivo,0,NA,NA,ayudar,ayudar,TRUE,,
92_2_0,92,ayudar,2,gerundio,0,NA,NA,ayudando,,,,
92_3_0,92,ayudar,3,participio,0,NA,NA,ayudado,,,,
92_4_11,92,ayudar,4,⊙ indicativo presente ⊙,11,1st_singular,yo,ayudo,,,,
92_4_21,92,ayudar,4,⊙ indicativo presente ⊙,21,2nd_singular,tú,ayudas,,,,
92_4_31,92,ayudar,4,⊙ indicativo presente ⊙,31,3rd_singular,él/ella,ayuda,,,,
92_4_12,92,ayudar,4,⊙ indicativo presente ⊙,12,1st_plural,nosotros,ayudamos,,,,
92_4_32,92,ayudar,4,⊙ indicativo presente ⊙,32,3rd_plural,ellos/ellas,ayudan,,,,
92_5_11,92,ayudar,5,⇠ indicativo imperfecto ⇠,11,1st_singular,yo,ayudaba,,,,
92_5_21,92,ayudar,5,⇠ indicativo imperfecto ⇠,21,2nd_singular,tú,ayudabas,,,,
92_5_31,92,ayudar,5,⇠ indicativo imperfecto ⇠,31,3rd_singular,él/ella,ayudaba,,,,
92_5_12,92,ayudar,5,⇠ indicativo imperfecto ⇠,12,1st_plural,nosotros,ayudábamos,,,,
92_5_32,92,ayudar,5,⇠ indicativo imperfecto ⇠,32,3rd_plural,ellos/ellas,ayudaban,,,,
92_6_11,92,ayudar,6,↧ indicativo pretérito ↧,11,1st_singular,yo,ayudé,,,,
92_6_21,92,ayudar,6,↧ indicativo pretérito ↧,21,2nd_singular,tú,ayudaste,,,,
92_6_31,92,ayudar,6,↧ indicativo pretérito ↧,31,3rd_singular,él/ella,ayudó,,,,
92_6_12,92,ayudar,6,↧ indicativo pretérito ↧,12,1st_plural,nosotros,ayudamos,,,,
92_6_32,92,ayudar,6,↧ indicativo pretérito ↧,32,3rd_plural,ellos/ellas,ayudaron,,,,
92_7_11,92,ayudar,7,→ indicativo futuro →,11,1st_singular,yo,ayudaré,,,,
92_7_21,92,ayudar,7,→ indicativo futuro →,21,2nd_singular,tú,ayudarás,,,,
92_7_31,92,ayudar,7,→ indicativo futuro →,31,3rd_singular,él/ella,ayudará,,,,
92_7_12,92,ayudar,7,→ indicativo futuro →,12,1st_plural,nosotros,ayudaremos,,,,
92_7_32,92,ayudar,7,→ indicativo futuro →,32,3rd_plural,ellos/ellas,ayudarán,,,,
92_8_11,92,ayudar,8,◇ condicional ◇,11,1st_singular,yo,,,,,
92_8_21,92,ayudar,8,◇ condicional ◇,21,2nd_singular,tú,,,,,
92_8_31,92,ayudar,8,◇ condicional ◇,31,3rd_singular,él/ella,,,,,
92_8_12,92,ayudar,8,◇ condicional ◇,12,1st_plural,nosotros,,,,,
92_8_32,92,ayudar,8,◇ condicional ◇,32,3rd_plural,ellos/ellas,,,,,
92_9_11,92,ayudar,9,∿ subjuntivo presente ∿,11,1st_singular,yo,,,,,
92_9_21,92,ayudar,9,∿ subjuntivo presente ∿,21,2nd_singular,tú,,,,,
92_9_31,92,ayudar,9,∿ subjuntivo presente ∿,31,3rd_singular,él/ella,,,,,
92_9_12,92,ayudar,9,∿ subjuntivo presente ∿,12,1st_plural,nosotros,,,,,
92_9_32,92,ayudar,9,∿ subjuntivo presente ∿,32,3rd_plural,ellos/ellas,,,,,
92_10_11,92,ayudar,10,↫ subjuntivo imperfecto ↫,11,1st_singular,yo,,,,,
92_10_21,92,ayudar,10,↫ subjuntivo imperfecto ↫,21,2nd_singular,tú,,,,,
92_10_31,92,ayudar,10,↫ subjuntivo imperfecto ↫,31,3rd_singular,él/ella,,,,,
92_10_12,92,ayudar,10,↫ subjuntivo imperfecto ↫,12,1st_plural,nosotros,,,,,
92_10_32,92,ayudar,10,↫ subjuntivo imperfecto ↫,32,3rd_plural,ellos/ellas,,,,,
92_11_21,92,ayudar,11,¡ imperativo afirmativo !,21,2nd_singular,tú,,,,,
92_11_33,92,ayudar,11,¡ imperativo afirmativo !,33,2nd_singular_polite,usted,,,,,
92_11_12,92,ayudar,11,¡ imperativo afirmativo !,12,1st_plural,nosotros,,,,,
92_11_34,92,ayudar,11,¡ imperativo afirmativo !,34,2nd_plural_polite,ustedes,,,,,
92_12_21,92,ayudar,12,¡ imperativo negativo !,21,2nd_singular,tú,,,,,
